epoch,total_loss,recon_loss,forecast_loss,kld_loss
1,0.6804273358800195,0.4216873767701062,0.5106883130290292,0.3395797068422491
2,0.22987660223787482,0.14628530564633282,0.15818942812356082,0.449658141894774
3,0.17508348551663486,0.11158165674317967,0.11634902859275992,0.5327315059575167
4,0.1070586537772959,0.06684504686431451,0.06889573687856848,0.5765738703987815
5,0.08650350096550855,0.053409282456744804,0.05426324091174386,0.5962598648938265
6,0.07288871095939116,0.04415340518409556,0.045219303532080216,0.6125652952627703
7,0.06872667439959267,0.04122364097698168,0.042434237050739204,0.628591467033733
8,0.06126617199995301,0.0363778697157448,0.0369127807630734,0.6431911967017434
9,0.06508526375347917,0.03889783302491361,0.039324161342599175,0.6525349671190436
10,0.05798209356990727,0.034024829722263596,0.034725732085379685,0.6594398726116527
11,0.05782723426818848,0.0340283890678124,0.034304895692250946,0.6646396842869845
12,0.06504910032857548,0.03860859572887421,0.03947275030342015,0.6704129630869086
13,0.06388161399147728,0.03765381686389446,0.03887590850618752,0.6789843440055847
14,0.06662843342531811,0.03956738385287198,0.04043453830209645,0.6843781091950156
15,0.06740767711942847,0.03990297205746174,0.041290794583884155,0.6859307289123535
16,0.05368767103010958,0.030918480828404427,0.03167035227472132,0.693401423367587
17,0.050344351679086685,0.028681840916926212,0.029345962980931454,0.6989530054005709
18,0.044992326335473495,0.025130219588225537,0.025668687102469532,0.7027763074094598
19,0.0404352911493995,0.022156780246983875,0.022398027337410233,0.7079497304829684
20,0.05358354239301248,0.030571665106849236,0.03178843432529406,0.7117660641670227
21,0.042061670598658646,0.022872734306888146,0.024011734195730904,0.7183069803498008
22,0.04445119642398574,0.024577183987606655,0.02536383406682448,0.7192095463926141
23,0.04018073732202703,0.021781429648399353,0.02242314764721827,0.7187734192067926
24,0.03959656032648953,0.02122136391699314,0.02230940115722743,0.7220496264371005
25,0.03834617070176385,0.02052731066942215,0.021194730292667042,0.7221495563333685
26,0.03636895594271747,0.019205514680255543,0.019825602627613327,0.7250639416954734
27,0.03998255391012539,0.021546186371283096,0.02235047570006414,0.7261129888621244
28,0.04193507439710877,0.022705837406895378,0.023908473551273346,0.7275000973181291
29,0.046604257076978683,0.02578026835214008,0.027058030393990604,0.729497335173867
30,0.052704030139879746,0.02936487797309052,0.03199768591333519,0.7340308644554832
